pelatihan_id,kode_pelatihan,dibuat_oleh_admin_id,jenis_pelatihan_id,status_pelatihan_id,judul_pelatihan,deskripsi_pelatihan,mentor_nama,durasi_jam,total_modul,harga,akses_seumur_hidup,masa_akses_hari,rating_rata_rata,jumlah_alumni,thumbnail_url,syarat_ketentuan,tanggal_publish,is_deleted,deleted_at,archived_at,created_at,updated_at
PLT000330,PLT-2026-00330,ADM000224,JP06,ONGOING,Pembukuan dan Harga Pokok Produksi - Praktis,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi pembukuan dan harga pokok produksi - praktis disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Dinda Ramadhan,8,5,0,true,365,4.41,186,https://cdn.umkmtumbuh.local/training/plt000330.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-02-19 05:43:06,false,,,2025-01-14 05:43:06,2025-04-03 05:43:06
PLT000331,PLT-2026-00331,ADM000101,JP07,PUBLISHED,Optimasi Marketplace - Praktis,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi optimasi marketplace - praktis disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Pram Ryannareta,10,8,0,true,30,4.35,274,https://cdn.umkmtumbuh.local/training/plt000331.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-05-04 18:55:39,false,,,2025-04-29 18:55:39,2025-06-03 18:55:39
PLT000332,PLT-2026-00332,ADM000131,JP08,PUBLISHED,Ekspor Pemula untuk Produk Lokal - Praktis,Program pendampingan singkat untuk UMKM yang ingin menerapkan ekspor pemula untuk produk lokal - praktis secara praktis melalui modul bertahap dan unggahan tugas proyek.,Adeliya Yusnita,5,5,0,false,30,4.78,393,https://cdn.umkmtumbuh.local/training/plt000332.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-03-23 11:38:48,false,,,2024-03-10 11:38:48,2024-05-31 11:38:48
PLT000333,PLT-2026-00333,ADM000021,JP09,PUBLISHED,Desain Kemasan dan Branding - Intensif,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi desain kemasan dan branding - intensif disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Jonnathan Fadhilah,7,7,0,false,180,4.80,558,https://cdn.umkmtumbuh.local/training/plt000333.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-08-15 10:23:14,false,,,2025-07-26 10:23:14,2025-08-26 10:23:14
PLT000334,PLT-2026-00334,ADM000072,JP10,PUBLISHED,Customer Service dan Retensi Pelanggan - Batch UMKM,Program pendampingan singkat untuk UMKM yang ingin menerapkan customer service dan retensi pelanggan - batch umkm secara praktis melalui modul bertahap dan unggahan tugas proyek.,Meiva Ramadhani,6,4,0,true,180,4.13,312,https://cdn.umkmtumbuh.local/training/plt000334.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2026-04-26 20:13:56,false,,,2026-03-25 20:13:56,2026-07-05 20:13:56
PLT000335,PLT-2026-00335,ADM000140,JP11,ONGOING,Operasional Produksi Efisien - Batch UMKM,Program pendampingan singkat untuk UMKM yang ingin menerapkan operasional produksi efisien - batch umkm secara praktis melalui modul bertahap dan unggahan tugas proyek.,Zahra Anjani,3,4,0,true,90,4.85,342,https://cdn.umkmtumbuh.local/training/plt000335.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-09-02 13:45:03,false,,,2025-08-06 13:45:03,2025-11-24 13:45:03
PLT000336,PLT-2026-00336,ADM000003,JP12,ARCHIVED,Branding UMKM dan Pitching - Mandiri,Program pendampingan singkat untuk UMKM yang ingin menerapkan branding umkm dan pitching - mandiri secara praktis melalui modul bertahap dan unggahan tugas proyek.,Irfan Santoso,12,8,0,false,90,4.13,328,https://cdn.umkmtumbuh.local/training/plt000336.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-03-07 15:57:08,false,,2025-06-11 15:57:08,2024-01-31 15:57:08,2024-06-05 15:57:08
PLT000337,PLT-2026-00337,ADM000045,JP01,ONGOING,Pembukuan Praktis untuk UMKM - Kelas Proyek,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait pembukuan praktis untuk umkm - kelas proyek. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Retno Sari,8,7,0,false,180,4.23,585,https://cdn.umkmtumbuh.local/training/plt000337.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-05-20 09:53:55,false,,,2025-04-20 09:53:55,2025-05-24 09:53:55
PLT000338,PLT-2026-00338,ADM000171,JP02,PUBLISHED,Strategi Pemasaran Digital - Kelas Proyek,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi strategi pemasaran digital - kelas proyek disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Naufal Puspita,6,7,0,true,30,4.32,384,https://cdn.umkmtumbuh.local/training/plt000338.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-02-14 01:53:47,false,,,2024-01-25 01:53:47,2024-03-18 01:53:47
PLT000339,PLT-2026-00339,ADM000158,JP03,PUBLISHED,Foto Produk dan Katalog Online - Pemula,Program pendampingan singkat untuk UMKM yang ingin menerapkan foto produk dan katalog online - pemula secara praktis melalui modul bertahap dan unggahan tugas proyek.,Joko Aryati,9,8,0,true,30,4.37,368,https://cdn.umkmtumbuh.local/training/plt000339.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2026-04-11 18:15:53,false,,,2026-03-07 18:15:53,2026-05-24 18:15:53
PLT000340,PLT-2026-00340,ADM000239,JP04,ONGOING,Legalitas dan Dokumen Usaha - Terapan,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi legalitas dan dokumen usaha - terapan disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Halimah Afifansyah,3,5,0,false,60,4.15,483,https://cdn.umkmtumbuh.local/training/plt000340.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2026-01-04 01:18:59,false,,,2025-12-23 01:18:59,2026-02-18 01:18:59
PLT000341,PLT-2026-00341,ADM000078,JP05,DRAFT,Persiapan Sertifikasi Halal - Intensif,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam persiapan sertifikasi halal - intensif. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Yuliana Wicaksono,9,7,0,false,60,,0,https://cdn.umkmtumbuh.local/training/plt000341.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",,false,,,2025-09-05 23:53:58,2025-11-26 23:53:58
PLT000342,PLT-2026-00342,ADM000147,JP06,ONGOING,Pembukuan dan Harga Pokok Produksi - Intensif,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait pembukuan dan harga pokok produksi - intensif. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Nuraini Herlambang,7,5,0,true,60,4.44,267,https://cdn.umkmtumbuh.local/training/plt000342.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2026-01-09 02:53:31,false,,,2025-12-15 02:53:31,2026-01-21 02:53:31
PLT000343,PLT-2026-00343,ADM000058,JP07,PUBLISHED,Optimasi Marketplace - Pemula,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam optimasi marketplace - pemula. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Budi Setyowati,14,8,0,true,365,4.41,94,https://cdn.umkmtumbuh.local/training/plt000343.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2026-02-17 15:20:35,false,,,2026-02-07 15:20:35,2026-04-28 15:20:35
PLT000344,PLT-2026-00344,ADM000148,JP08,ARCHIVED,Ekspor Pemula untuk Produk Lokal - Kelas Proyek,Program pendampingan singkat untuk UMKM yang ingin menerapkan ekspor pemula untuk produk lokal - kelas proyek secara praktis melalui modul bertahap dan unggahan tugas proyek.,Fitri Asih,7,5,0,false,60,4.33,386,https://cdn.umkmtumbuh.local/training/plt000344.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2026-01-29 22:00:34,false,,2027-07-09 22:00:34,2025-12-22 22:00:34,2026-02-12 22:00:34
PLT000345,PLT-2026-00345,ADM000071,JP09,ARCHIVED,Desain Kemasan dan Branding - Mandiri,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi desain kemasan dan branding - mandiri disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Nadia Wahyuni,4,6,0,false,30,4.31,181,https://cdn.umkmtumbuh.local/training/plt000345.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-06-08 19:24:59,false,,2027-01-14 19:24:59,2025-05-23 19:24:59,2025-06-16 19:24:59
PLT000346,PLT-2026-00346,ADM000126,JP10,ONGOING,Customer Service dan Retensi Pelanggan - Intensif,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait customer service dan retensi pelanggan - intensif. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Arif Pramono,5,7,0,true,90,4.78,469,https://cdn.umkmtumbuh.local/training/plt000346.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2024-11-12 23:50:39,false,,,2024-10-06 23:50:39,2024-11-23 23:50:39
PLT000347,PLT-2026-00347,ADM000099,JP11,DRAFT,Operasional Produksi Efisien - Kelas Proyek,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi operasional produksi efisien - kelas proyek disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Rahayu Amin,10,6,0,true,365,,0,https://cdn.umkmtumbuh.local/training/plt000347.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",,false,,,2025-02-11 21:59:47,2025-05-21 21:59:47
PLT000348,PLT-2026-00348,ADM000245,JP12,PUBLISHED,Branding UMKM dan Pitching - Terapan,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi branding umkm dan pitching - terapan disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Rifqi Mahardika,7,8,0,false,365,4.23,308,https://cdn.umkmtumbuh.local/training/plt000348.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2024-09-21 12:05:07,false,,,2024-09-05 12:05:07,2024-09-23 12:05:07
PLT000349,PLT-2026-00349,ADM000115,JP01,PUBLISHED,Pembukuan Praktis untuk UMKM - Terapan,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi pembukuan praktis untuk umkm - terapan disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Citra Nugraha,3,5,0,true,180,4.77,213,https://cdn.umkmtumbuh.local/training/plt000349.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2026-05-05 14:41:56,false,,,2026-04-29 14:41:56,2026-05-30 14:41:56
PLT000350,PLT-2026-00350,ADM000069,JP02,PUBLISHED,Strategi Pemasaran Digital - Pemula,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait strategi pemasaran digital - pemula. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Rizka Rohmah,7,6,0,true,30,4.45,632,https://cdn.umkmtumbuh.local/training/plt000350.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-12-22 18:00:45,false,,,2024-12-15 18:00:45,2025-03-09 18:00:45
PLT000351,PLT-2026-00351,ADM000212,JP03,PUBLISHED,Foto Produk dan Katalog Online - Mandiri,Program pendampingan singkat untuk UMKM yang ingin menerapkan foto produk dan katalog online - mandiri secara praktis melalui modul bertahap dan unggahan tugas proyek.,Dwi Pratiwi,5,4,0,false,180,4.45,436,https://cdn.umkmtumbuh.local/training/plt000351.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-07-11 17:58:51,false,,,2025-06-11 17:58:51,2025-09-25 17:58:51
PLT000352,PLT-2026-00352,ADM000071,JP04,PUBLISHED,Legalitas dan Dokumen Usaha - Kelas Proyek,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait legalitas dan dokumen usaha - kelas proyek. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Rasyid Kusnadi,4,4,0,false,30,4.11,336,https://cdn.umkmtumbuh.local/training/plt000352.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-04-11 14:31:07,false,,,2025-03-29 14:31:07,2025-06-16 14:31:07
PLT000353,PLT-2026-00353,ADM000039,JP05,PUBLISHED,Persiapan Sertifikasi Halal - Intensif,Program pendampingan singkat untuk UMKM yang ingin menerapkan persiapan sertifikasi halal - intensif secara praktis melalui modul bertahap dan unggahan tugas proyek.,Anindya Saputra,7,6,0,true,60,4.84,363,https://cdn.umkmtumbuh.local/training/plt000353.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2025-01-13 13:06:23,false,,,2024-12-16 13:06:23,2025-03-06 13:06:23
PLT000354,PLT-2026-00354,ADM000084,JP06,PUBLISHED,Pembukuan dan Harga Pokok Produksi - Intensif,Program pendampingan singkat untuk UMKM yang ingin menerapkan pembukuan dan harga pokok produksi - intensif secara praktis melalui modul bertahap dan unggahan tugas proyek.,Angelina Permata,6,5,0,true,180,4.65,513,https://cdn.umkmtumbuh.local/training/plt000354.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-05-13 05:06:10,false,,,2024-05-03 05:06:10,2024-05-23 05:06:10
PLT000355,PLT-2026-00355,ADM000029,JP07,PUBLISHED,Optimasi Marketplace - Batch UMKM,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait optimasi marketplace - batch umkm. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Rama Haunan,10,7,0,true,60,4.86,893,https://cdn.umkmtumbuh.local/training/plt000355.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2025-03-30 21:31:21,false,,,2025-02-19 21:31:21,2025-05-08 21:31:21
PLT000356,PLT-2026-00356,ADM000172,JP08,ARCHIVED,Ekspor Pemula untuk Produk Lokal - Mandiri,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi ekspor pemula untuk produk lokal - mandiri disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Eka Hylmi,10,6,0,false,90,4.78,287,https://cdn.umkmtumbuh.local/training/plt000356.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-04-24 03:27:14,false,,2027-01-31 03:27:14,2025-03-24 03:27:14,2025-06-14 03:27:14
PLT000357,PLT-2026-00357,ADM000060,JP09,ONGOING,Desain Kemasan dan Branding - Kelas Proyek,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi desain kemasan dan branding - kelas proyek disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Rizqi Lahadalia,8,5,0,false,90,4.33,355,https://cdn.umkmtumbuh.local/training/plt000357.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-07-28 04:57:04,false,,,2025-07-02 04:57:04,2025-08-24 04:57:04
PLT000358,PLT-2026-00358,ADM000225,JP10,ARCHIVED,Customer Service dan Retensi Pelanggan - Pemula,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi customer service dan retensi pelanggan - pemula disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Lukman Syahputra,6,5,0,true,180,4.32,528,https://cdn.umkmtumbuh.local/training/plt000358.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2024-03-30 14:48:43,false,,2025-12-05 14:48:43,2024-03-22 14:48:43,2024-04-05 14:48:43
PLT000359,PLT-2026-00359,ADM000019,JP11,PUBLISHED,Operasional Produksi Efisien - Terapan,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi operasional produksi efisien - terapan disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Dewanto Susanti,10,7,0,true,30,4.29,453,https://cdn.umkmtumbuh.local/training/plt000359.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2024-04-25 13:59:12,false,,,2024-03-17 13:59:12,2024-06-17 13:59:12
PLT000360,PLT-2026-00360,ADM000232,JP12,DRAFT,Branding UMKM dan Pitching - Mandiri,Program pendampingan singkat untuk UMKM yang ingin menerapkan branding umkm dan pitching - mandiri secara praktis melalui modul bertahap dan unggahan tugas proyek.,Slamet Rachman,10,7,0,true,30,,0,https://cdn.umkmtumbuh.local/training/plt000360.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,,false,,,2025-06-30 14:17:03,2025-09-15 14:17:03
PLT000361,PLT-2026-00361,ADM000146,JP01,PUBLISHED,Pembukuan Praktis untuk UMKM - Terapan,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam pembukuan praktis untuk umkm - terapan. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Rengga Utami,10,7,0,true,60,4.44,599,https://cdn.umkmtumbuh.local/training/plt000361.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-11-29 04:14:25,false,,,2025-10-21 04:14:25,2025-12-05 04:14:25
PLT000362,PLT-2026-00362,ADM000058,JP02,PUBLISHED,Strategi Pemasaran Digital - Kelas Proyek,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi strategi pemasaran digital - kelas proyek disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Rohman Setiawan,9,7,0,true,180,4.50,790,https://cdn.umkmtumbuh.local/training/plt000362.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-06-03 06:55:16,false,,,2025-05-19 06:55:16,2025-07-23 06:55:16
PLT000363,PLT-2026-00363,ADM000112,JP03,DRAFT,Foto Produk dan Katalog Online - Intensif,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi foto produk dan katalog online - intensif disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Agus Fauzi,13,8,0,true,180,,0,https://cdn.umkmtumbuh.local/training/plt000363.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",,false,,,2025-05-25 03:43:55,2025-08-21 03:43:55
PLT000364,PLT-2026-00364,ADM000161,JP04,DRAFT,Legalitas dan Dokumen Usaha - Intensif,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam legalitas dan dokumen usaha - intensif. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Tri Pertiwi,9,7,0,false,180,,0,https://cdn.umkmtumbuh.local/training/plt000364.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",,false,,,2025-02-23 11:20:07,2025-05-28 11:20:07
PLT000365,PLT-2026-00365,ADM000005,JP05,PUBLISHED,Persiapan Sertifikasi Halal - Kelas Proyek,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi persiapan sertifikasi halal - kelas proyek disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Intan Herfina,6,8,0,true,180,4.57,84,https://cdn.umkmtumbuh.local/training/plt000365.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-03-19 08:20:08,false,,,2025-02-23 08:20:08,2025-06-10 08:20:08
PLT000366,PLT-2026-00366,ADM000060,JP06,PUBLISHED,Pembukuan dan Harga Pokok Produksi - Mandiri,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait pembukuan dan harga pokok produksi - mandiri. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Nugroho Hermawan,6,5,0,false,30,4.64,570,https://cdn.umkmtumbuh.local/training/plt000366.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-09-22 03:56:59,false,,,2025-08-26 03:56:59,2025-11-08 03:56:59
PLT000367,PLT-2026-00367,ADM000242,JP07,ONGOING,Optimasi Marketplace - Intensif,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam optimasi marketplace - intensif. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Sekar Hakim,10,8,0,true,365,4.44,538,https://cdn.umkmtumbuh.local/training/plt000367.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2026-03-14 13:12:08,false,,,2026-02-09 13:12:08,2026-04-22 13:12:08
PLT000368,PLT-2026-00368,ADM000229,JP08,ONGOING,Ekspor Pemula untuk Produk Lokal - Praktis,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait ekspor pemula untuk produk lokal - praktis. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Ilham Maharani,4,4,0,true,90,4.59,726,https://cdn.umkmtumbuh.local/training/plt000368.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-01-23 04:28:08,false,,,2025-01-09 04:28:08,2025-03-18 04:28:08
PLT000369,PLT-2026-00369,ADM000074,JP09,PUBLISHED,Desain Kemasan dan Branding - Mandiri,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam desain kemasan dan branding - mandiri. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Ari Prasetyo,10,6,0,false,365,4.55,691,https://cdn.umkmtumbuh.local/training/plt000369.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-08-11 13:23:20,false,,,2025-07-21 13:23:20,2025-09-22 13:23:20
PLT000370,PLT-2026-00370,ADM000065,JP10,DRAFT,Customer Service dan Retensi Pelanggan - Terapan,Program pendampingan singkat untuk UMKM yang ingin menerapkan customer service dan retensi pelanggan - terapan secara praktis melalui modul bertahap dan unggahan tugas proyek.,Suryo Purnomo,4,6,0,false,60,,0,https://cdn.umkmtumbuh.local/training/plt000370.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,,false,,,2025-05-08 01:06:38,2025-07-12 01:06:38
PLT000371,PLT-2026-00371,ADM000130,JP11,PUBLISHED,Operasional Produksi Efisien - Batch UMKM,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait operasional produksi efisien - batch umkm. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Darel Anwar,10,8,0,false,180,4.20,420,https://cdn.umkmtumbuh.local/training/plt000371.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2024-03-23 09:50:54,false,,,2024-02-22 09:50:54,2024-05-16 09:50:54
PLT000372,PLT-2026-00372,ADM000101,JP12,PUBLISHED,Branding UMKM dan Pitching - Terapan,Program pendampingan singkat untuk UMKM yang ingin menerapkan branding umkm dan pitching - terapan secara praktis melalui modul bertahap dan unggahan tugas proyek.,Rexy Astuti,7,6,0,true,365,4.89,615,https://cdn.umkmtumbuh.local/training/plt000372.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2024-09-22 23:12:47,false,,,2024-09-02 23:12:47,2024-12-03 23:12:47
PLT000373,PLT-2026-00373,ADM000031,JP01,ONGOING,Pembukuan Praktis untuk UMKM - Batch UMKM,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi pembukuan praktis untuk umkm - batch umkm disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Prabowo Artanti,3,4,0,false,180,4.95,770,https://cdn.umkmtumbuh.local/training/plt000373.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2024-02-27 20:33:51,false,,,2024-02-11 20:33:51,2024-05-08 20:33:51
PLT000374,PLT-2026-00374,ADM000187,JP02,PUBLISHED,Strategi Pemasaran Digital - Terapan,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait strategi pemasaran digital - terapan. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Khairunnisa Cahyono,8,5,0,true,60,4.16,827,https://cdn.umkmtumbuh.local/training/plt000374.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2026-02-03 21:16:11,false,,,2026-01-23 21:16:11,2026-04-21 21:16:11
PLT000375,PLT-2026-00375,ADM000180,JP03,PUBLISHED,Foto Produk dan Katalog Online - Mandiri,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam foto produk dan katalog online - mandiri. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Hafizh Mutmainah,11,8,0,true,365,4.69,584,https://cdn.umkmtumbuh.local/training/plt000375.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2025-03-01 00:32:34,false,,,2025-01-30 00:32:34,2025-04-08 00:32:34
